"1,532,972","8,686,801","11,797,909","6,472,918","9,701,457","38,192,057"
(272),"(2,248,722)","(161,893)","(1,338,804)","(1,540,928)","(5,290,619)"
"1,532,700","6,438,079","11,636,016","5,134,114","8,160,529","32,901,438"
"449,011","579,918","2,131,243","8,638,577","943,956","12,742,705"
"448,666","609,310","2,288,568","916,096","855,997","5,118,637"
-,"(116,852)",-,"93,751",-,"(23,101)"
"(130,051)","311,712","(695,549)","527,061","(4,935)","8,238"
"607,786","(822,014)","2,469,780","(102,393)","943,956","3,097,115"
"(424,068)","728,940",-,"(325,000)","(834,572)","(854,700)"
"53,667","218,638","1,774,231","99,668","104,449","2,250,653"
