"281,187"
"158,341"
"6,270,940"
"9,579,327"
"191,273"
"3,157,632"
"200,371"
"47,195,222"
"904,007"
"109,098"
"788,958"
"6,853,603"
"1,276,692"
"4,204,795"
"3,071,800"
"7,250,563"
"147,132"
"1,080,642"
"142,478"
"10,585,597"
"1,517,872"
"104,967,530"
"199,550"
"24,983,504"
"42,214,336"
"7,571,212"
"369,176"
"1,995,468"
"70,983"
"325,730"
"2,006,921"
"79,736,880"
"362,365"
"3,096,997"
"19,512,980"
"579,784"
"23,552,126"
"1,678,524"
"25,230,650"
"104,967,530"
