latoT,000'seK,Column,Column,Column,"870,557,6","027,360,3",")197,249(",")998,454,1(","884,612,21","895,186,3","615,873","933,21","354,270,4",")718,42(","046,76","642,02","960,36"
eelibuJ znaillA ecnarusnI suitiruaM detimiL,000'seK,suitiruaM,%43,,-,-,-,-,-,-,-,-,-,-,-,-,-
"eelibuJ znaillA lareneG ecnarusnI dtL
)T(",000'seK,ainaznaT,%51,,426,"354,901",-,")579,95(","350,071","679,301","908,71",-,"587,121","588,8",")856,1(",-,"822,7"
"eelibuJ znaillA lareneG ecnarusnI dtL
)U(",000'seK,adnagU,%43,,"574,35","223,308,1",-,")069,691,1(","757,350,3","103,321,1","463,35",-,"566,671,1",")078,76(",")862,5(","134,201","392,92"
"eelibuJ znaillA lareneG ecnarusnI dtL
)K(",000'seK,ayneK,%43,,-,-,-,-,-,-,-,-,-,-,-,-,-
"elbaC smetsyS detimiL
SPI",000'seK,suitiruaM,%33,,"177,501,5",064,")253,308(",-,"285,909,5",-,")979,5(",-,")979,5(",)088(,-,693,)484(
"-dloH detimiL
LCF
sgni",000'seK,ayneK,%03,,"094,006","655,850,1",-,")469,791(","010,758,1","223,454,2","223,313","933,21","389,977,2",-,-,-,-
"-dloH detimiL
LMDP
sgni",000'seK,ayneK,%73,,"917,499","829,19",")934,931(",-,"680,622,1","481,58","744,141","746,05","872,772","840,53","665,47",")185,28(","330,72"
,,"noitaroprocni
fo
yrtnuoC","dleh
tseretnI","3202
raeY","stessa
tnerruc-noN","stessa
tnerruC","seitilibail
tnerruc-noN","seitilibail
tnerruC","stessa
teN",euneveR,"xat
retfa
tfiorP","emocni
evisneherpmoc
rehtO","emocni
evisneherpmoc
latoT","-tarepo
morf
detareneg
seitivitca
swofl
hsaC
gni","gnitsevni
)ni
desu(
swofl
seitivitca
hsaC","gnicnanfi
)ni
desu(
swofl
seitivitca
hsaC","ni
stnelaviuqe
)esaerced(/esaercni
hsac
dna
teN hsac"
