Stage 1,Stage 2,Stage 3,Total
Kes'000,Kes'000,Kes'000,Kes'000
"66,978,294",-,-,"66,978,294"
"46,879",-,-,"46,879"
"1,223,521",-,-,"1,223,521"
"2,690,566","368,262","152,445","3,211,273"
"1,518,573",-,-,"1,518,573"
"2,538,091",-,-,"2,538,091"
"8,159,216",-,-,"8,159,216"
"3,964,260",-,-,"3,964,260"
"87,119,400","368,262","152,445","87,640,107"
