"40,604,074",Column,"32,603,433",Column
"40,599,696",0.0%,"32,597,175",0.00%
"40,864,943",0.6%,"32,853,200",0.80%
"40,382,657",-0.5%,"32,389,630",-0.70%
"40,686,869",0.2%,"32,339,205",-0.80%
"41,296,394",1.7%,"33,309,194",2.20%
"40,741,663",0.3%,"32,753,070",0.50%
