Stage 1,Stage 2,Stage 3,Total
Kes ‘000,Kes ‘000,Kes ‘000,Kes ‘000
"80,836,731",-,-,"80,836,731"
"100,158",-,-,"100,158"
"1,619,419",-,-,"1,619,419"
"701,688","421,013","280,675","1,403,376"
"1,339,142",-,-,"1,339,142"
"3,738,138",-,-,"3,738,138"
"3,172,707",-,-,"3,172,707"
"4,003,153",-,-,"4,003,153"
"2,147,374",-,-,"2,147,374"
"97,658,509","421,013","280,675","98,360,197"
