Column,"2014 2015
Kshs ‘000 Kshs ‘000",Column,Column
"262,405","198,645",-,"88,991"
"45,168","13,058",-,-
"234,304","191,591","719,782","738,175"
"23,911","23,911",-,-
"565,788","427,205","719,782","827,166"
