2012,2011
Kshs '000,Kshs '000
"2,693,303","2,143,891"
"54,792","36,184"
"(443,547)","329,164"
"(3,156,981)","(2,692,387)"
"(1,195,154)","(1,123,735)"
"(2,047,587)","(1,306,883)"
"4,077,114","2,007,224"
"2,351,771","3,900,350"
"(2,073,659)","(2,024,659)"
"509,561","299,745"
"2,817,200","2,875,777"
"(396,310)","(331,607)"
"2,420,890","2,544,170"
"3,001,260","1,921,996"
"153,568","171,671"
"678,126","382,738"
"1,096","7,452"
"(99,432)","(67,386)"
-,"(28,333)"
"(254,995)","(752,105)"
"(10,046)","(20,552)"
"(76,576)",-
"(12,995)","35,019"
"(108,061)","(66,202)"
"(2,844,566)","(3,919,999)"
"103,371","(2,030)"
"530,750","(2,337,731)"
"(304,920)","(277,200)"
"(304,920)","(277,200)"
"2,646,720","(70,761)"
"3,569,000","3,838,872"
"(197,438)","(199,111)"
"6,018,282","3,569,000"
