2020
Kes '000
"(13,208)"
"3,376"
"(103,964)"
"(113,796)"
"558,205"
"(239,269)"
"205,140"
"(12,181)"
"192,959"
"38,623"
"3,465"
(166)
"41,922"
"(674,367)"
"(674,367)"
"678,637"
"(439,486)"
-
"239,151"
