"455,378","164,488","290,890","424,268","156,959","267,309"
"455,378","164,488","290,890","424,268","156,959","267,309"
"(637,467)","(200,190)","(437,277)","(718,556)","(240,490)","(478,066)"
"16,121","(48,600)","64,721","115,528","20,321","95,207"
"701,813","194,064","507,749","634,138","227,698","406,440"
"535,845","109,762","426,083","455,378","164,488","290,890"
"535,845","109,762","426,083","455,378","164,488","290,890"
"7,342,330",-,"7,342,330","6,535,253",-,"6,535,253"
"7,878,175","109,762","7,768,413","6,990,631","164,488","6,826,143"
"15,274,972","4,302,057","10,972,915","12,187,603","2,667,308","9,520,295"
"15,274,972","4,302,057","10,972,915","12,187,603","2,667,308","9,520,295"
