"17,998,241","9,381,454","11,321,456","12,518,572","9,841,479","61,061,202"
"18,921,599","10,163,139","11,943,671","14,271,233",-,"55,299,642"
"18,058,396","10,105,185","11,908,080",-,-,"40,071,661"
"18,087,156","10,217,099",-,-,-,"28,304,255"
"18,301,522",-,-,-,-,"18,301,522"
"18,301,522","10,217,099","11,908,080","14,271,233","9,841,479","64,539,413"
"(17,783,189)","(9,919,009)","(11,483,633)","(12,655,148)","(6,828,312)","(58,669,291)"
"518,333","298,090","424,447","1,616,085","3,013,167","5,870,122"
-,-,-,-,"1,902,151","1,902,151"
"518,333","298,090","424,447","1,616,085","4,915,318","7,772,273"
