"2008
Shs ‘000"
"5,854,638
(1,731,352)"
"4,123,286"
"1,739,627
(508,779)
386,909
43,463"
"5,784,506"
"3,898,592
(714,905)"
"3,183,687"
"1,084,650
51,785
719,303"
"1,855,738"
"745,081
155,611"
"900,692
(187,457)"
"713,235"
"636,241
76,994"
"713,235"
14.14
"45,000
146,250"
"191,250"
