"1,126,881","8,989,170","8,686,487","4,358,341","8,952,901","32,113,780"
"118,546","1,167,860","269,085","3,988,371","21,494","5,565,356"
-,"(1,889,867)",-,-,-,"(1,889,867)"
523,"(764,274)","(62,930)","(478,319)","(306,492)","(1,611,492)"
"1,245,950","7,502,889","8,892,642","7,868,393","8,667,903","34,177,777"
"298,051","1,178,008","2,031,615","10,550,570","131,737","14,189,981"
"297,835","360,617","1,821,204","1,268,859","103,912","3,852,427"
-,"(77,389)",-,"70,302",-,"(7,087)"
(816),"157,172","(335,007)","1,172,733",-,"994,082"
"551,887","(235,837)","1,120,172","(165,885)",-,"1,270,337"
"(575,177)","(44,469)","(867,775)","(831,843)",-,"(2,319,264)"
"(24,106)","(123,134)","(82,610)","175,005",-,"(54,845)"
