35%,49%,20%,30%,20%,Column
"10,149,862","6,391,651","1,203,835","1,221,200","111,898","19,078,446"
"(6,353,256)","(4,845,808)","(907,425)","(820,185)","(72,715)","(12,999,389)"
"3,796,606","1,545,843","296,410","401,015","39,183","6,079,057"
"1,328,812","757,464","59,282","120,304","7,837","2,273,699"
"2,574,857","2,512,703","820,354","211,717","9,941","6,129,572"
"855,330","254,653","21,863","105,535","5,194","1,242,575"
"21,952","13,796",728,"(18,363)","2,621","20,734"
"877,282","268,449","22,591","87,172","7,815","1,263,309"
"299,366","124,780","4,373","31,661","1,039","461,219"
"8,062","6,315",130,"(5,353)",393,"9,547"
"(84,046)",-,-,-,-,"(84,046)"
"223,382","131,095","4,503","26,308","1,432","386,720"
"1,060,097","367,219","(32,879)","68,543","(6,399)","1,456,581"
"(797,597)","(549,803)","(3,071)","43,236","9,627","(1,297,608)"
"(185,186)","12,429",-,-,-,"(172,757)"
"77,314","(170,155)","(35,950)","111,779","3,228","(13,784)"
