"18,341,964","6,440,079",-,"24,782,043"
"(8,065,604)","(385,218)",-,"(8,450,822)"
"10,276,360","6,054,861",-,"16,331,221"
"971,742","3,269,356","592,483","4,833,582"
"175,742","1,059,025",-,"1,234,767"
"1,853,692","122,623",-,"1,976,315"
"13,277,536","10,505,865","592,483","24,375,885"
"(11,090,551)","(9,391,473)",-,"(20,482,024)"
"4,400,238","211,307",-,"4,611,545"
"(6,690,313)","(9,180,166)",-,"(15,870,479)"
"(2,116,741)","(818,826)","(171,149)","(3,106,716)"
"(2,089,762)","(791,466)",-,"(2,881,228)"
"(4,206,503)","(1,610,292)","(171,149)","(5,987,944)"
"2,380,720","(284,593)","421,334","2,517,462"
-,-,"(49,745)","(49,745)"
"256,773","424,552","800,243","1,481,568"
"2,637,493","139,959","1,171,832","3,949,285"
"(714,668)","(41,894)","(89,070)","(845,632)"
"1,922,825","98,065","1,082,762","3,103,653"
