"1,262,573","9,794,410","13,645,680","4,180,270","9,645,136","38,528,069"
"229,805","344,301","212,074","4,644,232","18,260","5,448,672"
-,"(1,592,113)",-,"(981,902)",-,"(2,574,015)"
"(92,942)","(730,354)","(69,675)","(523,154)","(330,436)","(1,746,561)"
"1,399,436","7,816,244","13,788,079","7,319,446","9,332,960","39,656,165"
"532,834","939,533","2,695,962","9,109,240","21,294","13,298,863"
"532,524","262,100","2,678,180","905,215","(5,012)","4,373,007"
-,"92,062",-,-,-,"92,062"
"90,058","286,678","(150,655)","966,304","(5,951)","1,186,434"
"445,632","(57,049)","1,284,336","(66,250)","21,294","1,627,963"
"(435,803)","(339,055)","(1,130,866)","(415,528)","(20,072)","(2,341,324)"
"99,887","(109,426)","2,815","484,526","(4,729)","473,073"
