"2004
Total
Shs'000"
"2,010,363
701,944
955,660"
"1,756,647"
"718,265
205,252
402,123"
"1,235,253"
"738,852
1,487,644
1,052,701"
"1,173,795"
"206,080
495,997
303,866"
"398,211"
"775,584"
"232,478
161,902
406,920"
"477,496"
"(17,827)"
