2022
Kes '000
"3,936,714"
"20,918"
"(4,088,389)"
"9,104"
"(121,653)"
"(420,238)"
"(713,132)"
"(1,255,023)"
"(429,083)"
"(1,684,106)"
"801,870"
"927,560"
"1,747,992"
"(5,903)"
-
"(331,918)"
"(1,083,810)"
"2,055,791"
"(21,872)"
"(966,587)"
"(988,459)"
"1,248,467"
"(616,774)"
(930)
"630,763"
