"104,096","18,303","44,890","7,516","9,743","184,548"
"1,968",-,"14,702","6,412",-,"23,082"
"3,577,000","1,152,320","257,607",-,"86,265","5,073,192"
"5,813,937","1,919,106",-,-,-,"7,733,043"
"64,124","11,070",-,-,955,"76,149"
"11,731,365","376,717","57,850",-,-,"12,165,932"
"39,599","4,503",-,-,-,"44,102"
"354,352","3,071","3,389",-,"1,169","361,981"
"20,809,635","809,085","304,509",-,-,"21,923,229"
"1,686,707","9,812",-,-,-,"1,696,519"
"3,355,480","971,158","721,473","255,958","63,089","5,367,158"
"3,361,596","1,487,947","1,445,017","383,075","156,305","6,833,940"
"266,554","(34,277)","(14,475)","(12,721)","(15,833)","189,248"
"421,959","40,047","34,065","117,677","45,397","659,145"
"10,592",-,"17,133",-,-,"27,725"
"6,588,056","2,859,887","1,219,986","49,674","304,702","11,022,305"
"730,005","163,677","134,881","43,549","51,964","1,124,076"
"58,917,025","9,792,426","4,241,027","851,140","703,756","74,505,374"
"79,003","37,157","42,458",-,-,"158,618"
"16,512,506","1,663,314","1,101,776","287,692","79,365","19,644,653"
"3,702,736","987,471","1,407,417","378,865","132,357","6,608,846"
"26,214,963","181,412","342,988",-,"124,987","26,864,350"
"90,053",-,"40,272",-,-,"130,325"
"360,615","327,374","329,138","50,234","119,461","1,186,822"
"1,439,951","288,971","44,449","22,175","71,274","1,866,820"
-,"1,373,680",-,-,-,"1,373,680"
"84,203","102,884",-,-,"5,142","192,229"
"48,484,030","4,962,263","3,308,498","738,966","532,586","58,026,343"
"10,432,995","4,830,163","932,529","112,174","171,170","16,479,031"
