"9,525,715","3,515,507","9,995,826","2,582,124","25,619,172"
"508,184","6,400,783","18,923","4,653,510","11,581,400"
"(582,817)","(674,782)",-,-,"(1,257,599)"
"(1,361,465)","(947,808)","(185,517)","5,717,383","3,222,593"
"8,089,617","8,293,700","9,829,232","12,953,017","39,165,566"
"729,881","11,776,362","164,476","3,489,033","16,159,752"
"194,657","1,922,155","147,208","(688,952)","1,575,068"
"119,687","197,932",-,-,"317,619"
"292,486","2,145,965","(5,951)","(1,387)","2,431,113"
"249,835","1,049,150","21,294","796,299","2,116,578"
"(289,915)","(1,158,946)","(20,072)",-,"(1,468,933)"
"252,406","2,036,169","(4,729)","794,912","3,078,758"
