2020,"2019
Kes ‘000
147,515
135,935
305,617
44,437
1,241,245",2020
Kes ‘000,,Kes ‘000
"243,397",,
"234,026",,
"58,103",,
"514,777",,
"1,487,787",,"245,421"
"2,538,090","1,874,749","245,421"
"(1,065,907)",,
"1,472,183",,
