"2006
Shs’000"
"11,923
24,492
8,826"
"45,241"
".
163,898
80,975
23,683
(90,111)
(1,002)"
"177,443"
"-
-"
-
"23,280
104,901
49,262"
"177,443"
"2006
Shs’000"
"466,301
751,424"
"1,217,725"
