"66,949,365","11,409,947","2,454,553","878,395","81,692,260"
"36,714,015","10,499,199","1,919,796","6,015","49,139,025"
"24,489,849","107,377,330","100,477,110","319,973,471","552,317,760"
"14,270,286","98,707,603","93,918,378","184,462,539","391,358,806"
"2,942,644","47,266,130","9,792,976","421,822","60,423,572"
"2,209,775","42,481,769","9,724,714","39,011","54,455,269"
"29,213,302","160,713,719","57,939,804","117,985,923","365,852,748"
"19,179,127","83,089,712","49,776,535","63,539,553","215,584,927"
"70,227,395","259,551,292","111,365,676","786,908,087","1,228,052,450"
"39,424,273","146,084,670","61,103,209","198,488,745","445,100,897"
"27,611,250","3,584,443","40,120",-,"31,235,813"
"26,702,685","3,192,508",-,-,"29,895,193"
"1,740,534,690","1,088,530,292","55,660,712","11,390,704","2,896,116,398"
"919,286,187","344,030,985","24,040,666","7,053,888","1,294,411,726"
"6,136,108","2,512,028",-,-,"8,648,136"
"6,136,108","2,512,028",-,-,"8,648,136"
"1,968,104,603","1,680,945,181","337,730,951","1,237,558,402","5,224,339,137"
"1,063,922,456","730,598,474","240,483,298","453,589,751","2,488,593,979"
