"5,737,160","2,599,372","3,199,511","5,041,442","7,583,230","24,160,715"
"4,646,431","3,077,131","4,448,777","10,180,521",-,"22,352,860"
"4,634,794","3,279,538","5,888,547",-,-,"13,802,879"
"5,804,403","2,613,714",-,-,-,"8,418,117"
"8,512,252",-,-,-,-,"8,512,252"
"8,512,252","2,613,714","5,888,547","10,180,521","7,583,230","34,778,264"
"(5,475,526)","(3,938,935)","(3,401,509)","(8,969,712)","(7,225,807)","(29,011,489)"
"3,036,726","(1,325,221)","2,487,038","1,210,809","357,423","5,766,775"
-,-,-,-,"1,675,727","1,675,727"
"3,036,726","(1,325,221)","2,487,038","1,210,809","2,033,150","7,442,502"
