US Dollar,"Uganda
Shillings","Tanzania
Shillings","Mauritius
Rupees","Burundi
Francs"
Kes ’000,Kes ’000,Kes ’000,Kes ’000,Kes ’000
-,"3,183,757",-,-,-
-,-,"5,192,500",-,-
-,-,-,"137,801",-
-,-,-,-,"17,916"
-,-,-,-,-
"9,428,428",-,-,-,-
"3,151,206",-,-,-,-
-,"954,201",-,-,-
"12,579,634","4,137,958","5,192,500","137,801","17,916"
,-,"982,394","90,924",-
"12,579,634","4,137,958","6,174,894","228,725","17,916"
123.3735,30.1119,18.9182,2.8158,16.8000
118.2559,30.6974,19.6186,2.7133,17.2147
