US Dollar,"Uganda
Shillings","Tanzania
Shillings","Mauritius
Rupees","Burundi
Francs",Total
Kes ’000,Kes ’000,Kes ’000,Kes ’000,Kes ’000,Kes ’000
-,"27,603","91,606","20,094",-,"139,303"
"2,722",-,-,-,-,"2,722"
-,"10,514",-,-,-,"10,514"
"2,722","38,117","91,606","20,094",-,"152,539"
-,"650,025","17,729",-,"40,181","707,935"
-,"650,025","17,729",-,"40,181","707,935"
"2,722","(611,908)","73,877","20,094","(40,181)","(555,396)"
