Column,"2014 2015
Kshs ‘000 Kshs ‘000",Column,Column
"1,882,724","1,561,997","295,395","254,427"
"2,332,226","2,091,902","1,174,282","641,276"
"565,788","427,205","719,782","827,166"
"4,780,738","4,081,104","2,189,459","1,722,869"
"(565,788)","(427,205)","(9,610)","(9,610)"
"4,214,950","3,653,899","2,179,849","1,713,259"
