Title,Key requirements,Effective Date
"Amendments to IAS 1 - Non-
current liabilities with covenants","These amendments clarify how conditions with which
an entity must comply within twelve months after the
reporting period affect the classification of a liability. The
amendments also aim to improve information an entity
provides related to liabilities subject to these conditions.","Annual periods beginning
on or after 1 January 2024"
"Amendment to IFRS 16 – Leases
on sale and leaseback","These amendments include requirements for sale and
leaseback transactions in IFRS 16 to explain how an entity
accounts for a sale and leaseback after the date of the
transaction. Sale and leaseback transactions where some
or all the lease payments are variable lease payments that
do not depend on an index or rate are most likely to be
impacted.","Annual periods beginning
on or after 1 January 2024"
"Amendments to Supplier Finance
Arrangements (IAS 7 and IFRS 7)","These amendments require disclosures to enhance the
transparency of supplier finance arrangements and their
effects on a company’s liabilities, cash flows and exposure
to liquidity risk. The disclosure requirements are the IASB’s
response to investors’ concerns that some companies’
supplier finance arrangements are not sufficiently visible,
hindering investors’ analysis.","Annual periods beginning
on or after 1 January 2024"
"Amendments to IAS 21 Lack of
Exchangeability (Amendments to
IAS 21)","An entity is impacted by the amendments when it has a
transaction or an operation in a foreign currency that is
not exchangeable into another currency at a measurement
date for a specified purpose. A currency is exchangeable
when there is an ability to obtain the other currency (with
a normal administrative delay), and the transaction would
take place through a market or exchange mechanism that
creates enforceable rights and obligations.","Annual periods beginning
on or after 1 January 2025"
