"2018
Shs m",Column,Column
"471.4
(136.4)
6,826.0
659.9","471.4
(72.5)
6,302.3
1,414.1","471.4
102.1
5,031.3
659.9"
"7,820.9
56.7","8,115.3
51.0","6,264.7
-"
"7,877.6","8,166.3","6,264.7"
"27.6
2.4","25.9
7.4","-
2.4"
30.0,33.3,2.4
"7,907.6","8,199.6","6,267.1"
"617.3
1,999.8
225.8
69.3
1,373.8
-
309.8
174.2","646.0
2,398.3
120.9
72.3
1,330.6
-
280.1
161.0","444.4
1,606.8
198.8
42.3
94.6
774.3
219.4
174.2"
"4,770.0","5,009.2","3,554.8"
"1,116.2
3,156.5
867.1
1,288.2
-","637.6
2,262.4
1,692.6
1,613.9
104.6","873.8
2,752.8
591.5
1,131.6
-"
"6,428.0","6,311.1","5,349.7"
"2,729.5
527.2
33.7","2,643.1
477.6
-","2,090.6
506.3
40.5"
"3,290.4","3,120.7","2,637.4"
"3,137.6","3,190.4","2,712.3"
"7,907.6","8,199.6","6,267.1"
