Column,"2016
Shs m
(10.5)
196.3
12.0
24.8
12.7
3,862.1","2015
Shs m
(10.1)
186.9
12.7
23.6
12.1
3,829.7"
"Depreciation of property, plant & equipment
Accelerated depreciation on broadcasting equipment
Accelerated depreciation on old printing press","523.9
69.1
-","416.3
-
122.0"
,593.0,538.3
"Goodwill impairment
Amortisation of intangible assets","29.0
37.4","-
36.6"
,"66.4
1.2
(15.0)
248.7","36.6
1.2
80.8
489.3"
7 Employee benefits expense,Gro,up
,"2016
Shs m
3,701.6
102.7
77.7
(19.9)","2015
Shs m
3,598.0
105.2
74.1
52.4"
,"3,862.1","3,829.7"
,"2016
Number
1,313
349","2015
Number
1,416
392"
,"1,662","1,808"
8 (a) Finance income,Gro,up
,"2016
Shs m
308.3
(2.1)","2015
Shs m
324.6
(8.3)"
9 Income tax expense,Gro,up
,"2016
Shs m
896.0
(124.9)
-","2015
Shs m
265.7
337.5
(2.7)"
,771.1,600.5
