2011,2010,2011
Kshs m,Kshs m,Kshs m
392.8,392.8,392.8
8.2,29.7,70.2
"4,630.2","3,916.4","4,320.7"
"1,021.3","1,021.3","1,021.3"
"6,052.5","5,360.2","5,805.0"
69.9,61.9,-
"6,122.4","5,422.1","5,805.0"
118.5,-,-
44.5,-,44.5
163.0,-,44.5
"6,285.4","5,422.1","5,849.5"
"1,945.3","1,893.3","1,246.7"
288.5,319.4,98.5
85.0,86.8,48.7
608.6,529.6,94.6
-,-,"1,075.4"
33.8,69.3,-
"2,961.2","2,898.4","2,563.9"
"1,034.3",676.3,786.7
"1,928.7","1,797.3","1,758.3"
"2,744.7","2,603.2","2,598.2"
147.4,-,135.8
"5,855.1","5,076.8","5,279.0"
"2,502.4","2,449.2","1,993.4"
28.5,21.3,-
-,82.6,-
"2,530.9","2,553.1","1,993.4"
"3,324.2","2,523.7","3,285.6"
"6,285.4","5,422.1","5,849.5"
