Group,Column,Column,Company
2022,,"2021
Shs m
-
-
0.3
1.9
20.5
12.8
9.1",2022
Shs m,,,Shs m
-,,,10.3
-,,,8.1
0.3,,,0.3
4.0,,,3.5
17.0,,,12.4
11.8,,,8.1
12.1,,,8.3
45.2,,44.6,51.0
,,"-
-
124.9
32.4
206.7",
-,,,15.9
-,,,20.7
121.3,,,121.3
30.8,,,2.5
228.1,,,197.5
,380.2,364.0,357.9
