Shs m,Column,Shs m
"8,096.1
(1,347.8)","1,564.5
(460.2)","-
-"
"6,748.3","1,104.3",-
"(387.6)
(39.7)
(96.0)
(4,633.9)","(137.0)
(2.8)
(6.8)
(960.7)","-
-
-
(275.3)"
"(5,157.2)","(1,107.3)",(275.3)
"1,591.1
-
-","(3.0)
-
-","(275.3)
243.5
77.7"
"1,591.1",(3.0),45.9
"8,914.4
(1,647.6)","1,710.5
(316.1)","-
-"
"7,266.8","1,394.4",-
"(403.5)
(37.5)
(268.6)
(4,526.1)","(137.9)
(4.1)
(64.7)
(1,088.0)","-
-
-
(589.0)"
"(5,235.7)","(1,294.7)",(589.0)
"2,031.1
-
-","99.7
-
-","(589.0)
319.0
93.8"
"2,031.1",99.7,(176.2)
