Group,Column,Column,Company
2022,"2021
Shs m
5,187.8
1,603.4
822.5",2022,
Shs m,,Shs m,
"4,827.3",,"3,309.3",
"1,521.1",,"1,131.5","1,191.3"
949.9,,630.1,
"7,298.3","7,613.7","5,070.9",
,"7,613.7",,
"7,298.3",,"5,070.9",
