Group,Column,Company
2023,"2022
Shs m
(450.9)
(38.6)
40.1",2023
Shs m,,Shs m
(449.4),,(390.5)
(327.9),,(279.6)
-,,-
(777.3),(449.4),(670.1)
,"35.4
(484.8)",
41.4,,-
(818.7),,(670.1)
(777.3),(449.4),(670.1)
