2010 2009 2008 2007 2006
Shs m Shs m Shs m Shs m Shs m
"9,602.5 8,189.8 8,251.5 7,685.6 6,339.2"
"2,146.6 1,617.4 1,910.3 1,601.6 1,150.8"
"1,519.8 1,103.1 1,296.2 1,089.6 783.2"
"2,898.4 2,806.8 2,694.8 2,284.2 2,087.2"
"2,523.7 1,996.2 1,854.8 1,719.0 1,768.4"
- (89.3) (235.1) (267.2) (358.9)
(61.9) (67.2) 13.1 87.8 91.2
"5,360.2 4,646.5 4,327.6 3,823.8 3,587.9"
22.35 19.75 23.15 20.84 18.15
9.77 7.02 8.25 6.93 4.98
8.00 5.50 5.50 5.25 3.50
1.22 1.28 1.50 1.32 1.42
