Company
"2024
Shs m"
0.5
75.1
569.3
150.4
347.7
8.3
2.0
"1,153.3"
3.0
1.5
-
-
-
-
-
-
-
20.5
"1,178.3"
(416.8)
(17.5)
(20.5)
(8.3)
(12.4)
(475.5)
702.8
