Group,Column,Company
2023,"2022
Shs m
1,893.9
1,861.7
(406.9)",2023
Shs m,,Shs m
"1,723.2",,"1,351.8"
"1,378.8",,965.5
(391.8),,(293.3)
"2,710.2","3,348.7","2,024.0"
