Total
Kshs m
"4,793.6"
"(2,911.5)"
"1,882.1"
"1,882.1"
452.4
(32.6)
(354.0)
(54.6)
"1,893.3"
"5,120.0"
"(3,226.7)"
"1,893.3"
"1,893.3"
446.0
(5.9)
(374.6)
(13.5)
"1,945.3"
"5,535.5"
"(3,590.2)"
"1,945.3"
