2017,"2016
Shs m
11,324.8
(2,000.0)",2017
Shs m,,Shs m
"10,624.9",,"8,186.0"
"(1,963.7)",,"(1,521.5)"
"8,661.2","9,324.8
(341.3)
(5,005.5)
(1,946.1)","6,664.5"
(325.4),,(227.3)
"(4,617.1)",,"(3,215.4)"
"(2,176.9)",,"(1,908.7)"
"1,541.8","2,031.9
308.3
(2.1)
121.9","1,313.1"
319.0,,295.8
-,,-
93.8,,-
"1,954.6","2,460.0
(771.1)","1,608.9"
(643.8),,(532.7)
"1,310.8","1,688.9
(30.8)
(23.4)
-","1,076.2"
(0.9),,-
33.9,,-
7.1,,(16.8)
40.1,(54.2),(16.8)
,"1,634.7",
"1,350.9",,"1,059.4"
,"1,685.6
3.3",
"1,304.9",,-
5.9,,-
,"1,688.9",
"1,310.8",,-
,"1,636.1
(1.4)",
"1,344.9",,-
6.0,,-
,"1,634.7",
"1,350.9",,-
,8.9,
6.9,,5.7
