Group,Column,Company
2021,"2020
Shs m
-
-
-
-
-
-
-
-
1.9
0.6
1.5",2021
Shs m,,Shs m
-,,23.8
-,,-
-,,0.9
-,,4.9
-,,18.2
-,,342.7
-,,10.5
-,,19.2
2.1,,0.3
0.4,,0.3
-,,-
2.5,"4.0
-
-",420.8
-,,(342.7)
-,,(18.2)
2.5,4.0,59.9
,"-
-
0.7
7.8
0.8",
-,,8.2
-,,0.3
0.8,,0.8
3.3,,0.6
3.2,,0.7
7.3,9.3,10.6
