RESOLUTION,FOR,AGAINST,ABSTAIN
"ORDINARY BUSINESS
1. To receive the financial statements for the year ended 31 December 2022, and the Chairman’s,
Directors’ and Auditors’ reports thereon.",,,
"2. To receive, consider and if thought fit approve the Directors’ Remuneration Report and the
remuneration paid to the Directors for the year ended 31 December 2022 and to authorise the
Board to fix the remuneration of the Non-Executive Directors.",,,
"3. To approve the payment of a first and final dividend of Shs 1.50 per share amounting to Shs
285,552,745 for the year ended 31 December 2022, as recommended by the Directors.",,,
"4. To confirm that the Auditors, PricewaterhouseCoopers LLP having expressed their willingness,
continue in office as the Company’s Auditors in accordance with section 721(2) of the Kenyan
Companies Act 2015 and to authorise the Directors to fix the remuneration of the Auditors for
the ensuing financial year.",,,
"5. To re-elect Directors:
a. in accordance with Article 110 of the Company’s Articles of Association, Mr. Dennis
Aluanga retires by rotation and being eligible, offers himself for re-election;",,,
"b. in accordance with Article 110 of the Company’s Articles of Association, Mr. Louis Otieno
retires by rotation and being eligible, offers himself for re-election;",,,
"c. in accordance with Article 110 of the Company’s Articles of Association, Mr. Al-Noor Ramji
retires by rotation and being eligible, offers himself for re-election;",,,
"d. in accordance with Article 110 of the Company’s Articles of Association, Mr. Stephen
Dunbar-Johnson retires by rotation and being eligible, offers himself for re-election;",,,
"e. Dr. Wilfred Kiboro, having attained the age of 70 years, retires by rotation and offers
himself for re-election;",,,
"f. Prof. Lee Huebner, having attained the age of 70 years, retires by rotation and does not
offer himself for re-election;",,,
"g. Mr. Francis. O. Okello, having attained the age of 70 years, retires by rotation and offers
himself for re-election;",,,
"h. Dr. Yasmin Jetha, having attained the age of 70 years, retires by rotation and offers herself
for re-election;",,,
"i. Mr. Wangethi Mwangi, having attained the age of 70 years, retires by rotation and offers
himself for re-election;",,,
"6. To appoint the members of the Company’s Audit, Risk and Compliance Committee:
In accordance with the provisions of section 769(1) of the Companies Act 2015, the following
Directors being members of the Company’s Audit, Risk and Compliance Committee be re-
elected to continue to serve as members of the said Committee:
a. Mr. Leonard Mususa
b. Mr. Al-Noor Ramji
c. Prof. Samuel Sejjaaka",,,
"7. That in accordance with Section 458 of the Companies Act, 2015, the Company be and is
hereby authorised to make market purchases of paid-up and issued ordinary shares (adjusted
for treasury shares) of Shs 2.50 each in the capital of the Company (“Ordinary Shares”) in
connection with a buyback for Ordinary Shares on the terms and conditions set out in the
Circular to the Company’s shareholders dated 6 June 2023 (the “Buyback”) and which circular
was made available to the shareholders together with the notice for the annual general
meeting (and is also available on the Company’s website), provided that:
a. the maximum number of Ordinary Shares that may be purchased pursuant to the terms
of this resolution is 19,029,516 Ordinary Shares;
b. the maximum price that may be paid for any Ordinary Share shall be Shs 20.00 as
recommended by the Board;
c. the minimum price that may be paid for any Ordinary Share shall be Shs 2.50 being the
nominal value of the shares;
d. this authority shall expire at the end of 18 months from the date of the annual general
meeting of the Company to be held on 30 June 2023, unless previously varied, revoked or
renewed in accordance with the provisions of the Companies Act, 2015; and
e. the Company reserves such shares purchased under the Share Buyback programme in
its treasury.",,,
"8. That in accordance with section 329 of the Companies Act 2015 the directors of the Company
be generally and unconditionally authorised to re-allot such Ordinary Shares as may be
purchased by the Company pursuant to the Buyback provided that this authority shall, unless
renewed, varied or revoked by the Company, expire no later than five years from the effective
date of these resolutions.",,,
