Number Number Ordinary Ordinary
of shares of shares shares shares
(million) (million) Shs m Shs m
2010 2009 2010 2009
240 240 600 600
142.6 142.6 356.5 356.5
14.5 - 36.3 -
157.1 142.6 392.8 356.5
