UAMUZI,"KUUNGA
MKONO",KUPINGA,KUTOSHIRIKI
"SHUGHULI YA KAWAIDA
1. Kupvokea taarifa za kifedha za mwaka uliokamilika tarehe 31 Desemba 2022, na ripoti za
mwenyekiti, Wakurugenzi Watendaji na Wakaguzi.",,,
"2. Kupokea, kuzingatia na ikifikiri kuwa ni sawa, iidhinishe Ripoti ya Mshahara wa Wakurugenzi
na mshahara uliolipwa kwa Wakurugenzi kwa mwaka uliokamilika tarehe 31 Disemba 2022 na
kuidhinisha Bodi kurekebisha mshahara wa Wakurugenzi Wasio Watendaji.",,,
"3. Kuidhinisha malipo ya mgao wa kwanza na wa mwisho wa mapato ya hisa ya Shs 1.50 kwa kila
hisa ya kima cha Shs 285,552,745 kwa mwaka uliokamilika tarehe 31 Desemba 2022, kama
iliyopendekezwa na Wakurugenzi.",,,
"4. Kuthibitishia Wakaguzi wa hesabu, kwamba kampuni ya PricewaterhouseCoopers LLP, baada ya
kuonyesha nia yake, itaendelea kuhudumu kama Mkaguzi wa Kampuni kwa mujibu wa kifungu
cha 721(2) cha Sheria ya Kampuni ya Kenya 2015 na kuidhinisha Wakurugenzi kurekebisha
mshahara wa Wakaguzi.",,,
"5. Kuchagua tena Wakurugenzi watendaji:
a. kwa mujibu wa Kifungu cha 110 cha Taarifa ya Ushirika ya Kampuni, Bw. Dennis Aluanga,
anastaafu kwa zamu na kwa kuwa anastahiki, amejitosa ulingoni ili kuchaguliwa tena;",,,
"b. kwa mujibu wa Kifungu cha 110 cha Taarifa ya Ushirika ya Kampuni, Bw. Louis Otieno,
anastaafu kwa zamu na kwa kuwa anastahiki, amejitosa ulingoni ili kuchaguliwa tena;",,,
"c. kwa mujibu wa Kifungu cha 110 cha Taarifa ya Ushirika ya Kampuni, Bw. Al-Noor Ramji,
anastaafu kwa zamu na kwa kuwa anastahiki, amejitosa ulingoni ili kuchaguliwa tena;",,,
"d. kwa mujibu wa Kifungu cha 110 cha Taarifa ya Ushirika ya Kampuni, Bw. Stephen Dunbar-
Johnson, anastaafu kwa zamu na kwa kuwa anastahiki, amejitosa ulingoni ili kuchaguliwa
tena;",,,
"e. Dkt. Wilfred Kiboro, kwa kufikisha umri wa miaka 70, anastaafu kwa zamu na amejitosa
ulingoni ili kuchaguliwa tena;",,,
"f. Prof. Lee Huebner, kwa kufikisha umri wa miaka 70, anastaafu kwa zamu na amejitosa
ulingonni ili kuchaguliwa tena;",,,
"g. Bw. Francis. O. Okello, kwa kufikisha umri wa miaka 70, anastaafu kwa zamu na amejitosa
ulingoni ili kuchaguliwa tena;",,,
"h. Dkt. Yasmin Jetha, kwa kufikisha umri wa miaka 70, anastaafu kwa zamu na amejitosa
ulingoni ili kuchaguliwa tena;",,,
"i. Bw. Wangethi Mwangi, kwa kufikisha umri wa miaka 70, anastaafu kwa zamu na amejitosa
ulingoni ili kuchaguliwa tena;",,,
"6. Kuteua wanachama wa Kamati ya Ukaguzi, Hatari na Utiifu ya Kampuni:
Kwa mujibu wa kifungu cha 769(1) cha Sheria ya Kampuni ya 2015, Wakurugenzi wafuatao kwa
kuwa wanachama wa Kamati ya Bodi ya Ukaguzi, Hatari na Utiifu
wachaguliwe tena ili kuendelea kuhudumu kama wanachama wa Kamati iliyotajwa:
a. Bw. Leonard Mususa
b. Bw. Al-Noor Ramji
c. Prof. Samuel Sejjaaka",,,
"7. Kwamba, kwa mujibu wa Sehemu ya 458 ya Sheria ya Kampuni ya 2015, Kampuni ipewe
idhini na hivyo imeidhinishwa kufanya ununuzi wa hisa za kawaida zilizolipiwa na zilizotolewa
(zilizorekebishwa kwa hisa za hazina ya kifedha) za Shs 2.50 kwa kila hisa kwenye mtaji wa
Kampuni (“Hisa za Kawaida”) kuhusiana na kampuni kununua hisa zake yaani Hisa za Kawaida
kulingana na sheria na masharti yaliyobainishwa kwenye Taarifa iliyotumwa kwa wenye hisa wa
Kampuni mnamo tarehe 6 Juni 2023 (“Kampuni kununua hisa zake”) na taarifa hiyo ilitolewa
pamoja na taarifa ya mkutano mkuu wa kila mwaka (na inapatikana kwenye tovuti ya Kampuni),
ilisema kwamba:
a. idadi ya juu zaidi ya Hisa za Kawaida zinazoweza kununuliwa kwa mujibu wa sheria za
azimio hili ni Hisa 19,029,516 za Kawaida;
b. bei ya juu zaidi inayoweza kulipwa kwa ajili ya Hisa ya Kawaida itakuwa Shs 20.00 kama
inavyopendekezwa na Bodi;
c. bei ya chini zaidi inayoweza kulipwa kwa ajili ya Hisa yoyote ya Kawaida itakuwa Shs 2.50 hii
ikiwa ni thamani ya sarafu ya hisa hizo;
d. muda wa mamlaka hii utaisha mwishoni wa miezi 18 kuanzia tarehe ambapo mkutano
mkuu wa mwaka wa Kampuni utakaofanyika tarehe 30 Juni 2023, isipokuwa kama
ilibadilishwa, kubatilishwa au kufanywa upya awali kwa mujibu wa kanuni za Sheria ya
Kampuni 2015; na
e. Kampuni ina haki ya kuweka akiba ya hisa kama hizo zinazonunuliwa kupitia mpango wa
Kampuni Kununua Hisa Zake katika hazina yake.",,,
