Column,"2008
Shs m
137.8
(1,306.3)",Column,"2008
Shs m
-
(1,216.1)",Column
"Net debt
Total equity","(1,168.5)
4,314.6","(1,628.9)
3,736.0","(1,216.1)
4,417.6","(1,848.7)
3,864.5"
Total capital,"3,146.1","2,107.1","3,201.5","2,015.8"
