"2015
Shs m"
"3,376.6"
324.6
(8.3)
(767.4)
"2,925.5"
"(1,488.0)"
(37.9)
14.8
11.0
160.3
"(1,339.8)"
(30.4)
"(1,885.5)"
"(1,915.9)"
(330.2)
"3,451.7"
(330.2)
(58.2)
"3,063.3"
