"12,339.5","13,351.3","13,373.7","12,346.8","11,245.8"
"2,823.2","3,624.0","3,587.1","3,504.6","2,810.3"
"2,076.6","2,418.1","2,615.7","2,612.7","1,949.3"
"5,171.8","4,569.3","3,877.9","3,429.2","2,961.2"
"3,933.8","4,256.7","4,449.9","4,031.5","3,324.2"
(151.9),(57.9),(84.4),(137.2),(163.0)
(48.4),(53.9),(61.8),(72.4),(69.9)
"8,905.3","8,714.2","8,181.6","7,251.1","6,052.5"
22.88,27.14,26.82,28.38,24.99
11.79,13.07,13.41,13.28,12.71
10.00,10.00,10.00,10.00,8.00
10.00,10.00,10.00,10.00,8.00
1.18,1.31,1.34,1.33,1.59
