Column,Total
,equity
,Kshs m
,"5,422.1"
,"2,006.8"
- (2.3) 2.3 - -,-
- 0.7 (0.7) - -,-
,-
- (19.9) - - (1.9),(21.8)
- - (27.7) - -,(27.7)
,(49.5)
,(49.5)
,"1,957.3"
,(392.8)
,(628.5)
,(235.7)
,-
,"(1,257.0)"
,"6,122.4"
