"3,063.3",-,-,-,"3,063.3"
"2,349.8",-,-,-,"2,349.8"
-,-,-,121.6,121.6
"5,413.1",-,-,121.6,"5,534.7"
27.5,41.0,-,-,68.5
"2,885.7",-,-,-,"2,885.7"
205.1,-,-,-,205.1
"3,118.3",41.0,-,-,"3,159.3"
"3,451.7",-,-,-,"3,451.7"
"2,269.7",-,-,-,"2,269.7"
-,-,-,312.0,312.0
"5,721.4",-,-,312.0,"6,033.4"
"2,517.0",-,-,-,"2,517.0"
266.8,-,-,-,266.8
"2,783.8",-,-,,"2,783.8"
"2,792.0",-,-,-,"2,792.0"
337.9,-,-,-,337.9
"1,765.1",-,-,-,"1,765.1"
-,-,-,121.6,121.6
"4,895.0",-,-,121.6,"5,016.6"
"2,334.5",-,-,-,"2,334.5"
205.1,-,-,-,205.1
"2,539.6",-,-,-,"2,539.6"
"3,087.5",-,-,-,"3,087.5"
317.9,-,-,-,317.9
"1,676.5",-,-,-,"1,676.5"
-,-,-,312.0,312.0
"5,081.9",-,-,312.0,"5,393.9"
