Group Company
2010 2009 2010 2009
Shs m Shs m Shs m Shs m
392.8 356.5 392.8 356.5
29.7 82.3 71.8 73.4
"3,916.4 3,637.3 3,790.3 3,633.4"
"1,021.3 570.4 1,021.3 570.4"
"5,360.2 4,646.5 5,276.2 4,633.7"
61.9 67.2 - -
"5,422.1 4,713.7 5,276.2 4,633.7"
- 27.6 - -
- 61.7 - 61.7
- 89.3 - 61.7
"5,422.1 4,803.0 5,276.2 4,695.4"
"1,893.3 1,882.1 1,298.9 1,233.8"
319.4 347.4 128.0 154.3
86.8 90.2 49.3 50.0
- - - 254.5
529.6 458.9 94.6 94.6
"- - 1,067.2 812.7"
69.3 28.2 15.7 -
"2,898.4 2,806.8 2,653.7 2,599.9"
676.3 611.3 535.0 524.0
"1,797.3 1,590.6 1,789.9 1,452.2"
"2,603.2 1,473.5 2,439.9 1,378.0"
- 90.2 - 106.6
"5,076.8 3,765.6 4,764.8 3,460.8"
"2,449.2 1,712.6 2,056.6 1,365.3"
21.3 55.1 - -
82.6 1.7 85.7 -
"2,553.1 1,769.4 2,142.3 1,365.3"
"2,523.7 1,996.2 2,622.5 2,095.5"
"5,422.1 4,803.0 5,276.2 4,695.4"
