Condensed consolidated statement of comprehensive income,Column,Column
,June,"June
2023
Kshs m
3,529.6
(862.2)"
,2024,
,Kshs m,
,"3,175.1",
,(737.2),
,"2,437.9","2,667.4"
,(345.8),"10.8
(7.9)"
,85.6,
,(260.2),"2.9
187.6"
,(312.0),
,(572.2),190.5
,,"176.8
13.7"
,(553.5),
,(18.7),
,(1.5),0.0
Condensed consolidated statement of financial position,,
,June,"December
2023
Kshs m
518.5
512.5
7,444.8
(714.8)"
,2024,
,Kshs m,
,518.5,
,217.8,
,"7,185.0",
,(808.2),
,"7,113.1
81.9","7,761.0
100.6"
,"7,195.0","7,861.6
353.8
8,215.4"
,322.5,
,"7,517.5",
,"4,190.7","4,501.5
7,302.0
3,588.1"
,"6,871.6
3,544.8",
,"3,326.8
7,517.5","3,713.9
8,215.4"
