"392.8
-",Column,"5,563.1
2,528.5",Column,"7,251.1
2,528.5",Column,"7,323.5
2,533.2"
"-
-","9.4
(2.8)","(9.4)
2.8","-
-","-
-","-
-","-
-"
-,6.6,(6.6),-,-,-,-
"-
-","44.4
-","-
42.8","-
-","44.4
42.8","5.3
-","49.7
42.8"
"-
-","44.4
44.4","42.8
2,571.3","-
-","87.2
2,615.7","5.3
10.0","92.5
2,625.7"
"-
78.6
-
-
-","(35.4)
-
-
-
-","-
(78.6)
-
(471.4)
(1,414.1)","-
-
(1,178.4)
-
1,414.1","(35.4)
-
(1,178.4)
(471.4)
-","(20.6)
-
-
-
-","(56.0)
-
(1,178.4)
(471.4)
-"
78.6,(35.4),"(1,964.1)",235.7,"(1,685.2)",(20.6),"(1,705.8)"
471.4,132.4,"6,163.7","1,414.1","8,181.6",61.8,"8,243.4"
