Group,Column,Company
2020,"2019
Shs m
-
-
-
-
-
-
-
-
3.1
0.6
-",2020
Shs m,,Shs m
-,,41.1
-,,159.0
-,,0.9
-,,4.9
-,,37.0
-,,327.8
-,,12.7
-,,19.1
1.9,,0.1
0.6,,0.5
1.5,,1.5
4.0,"3.7
-
-",604.6
-,,(327.8)
-,,(37.0)
4.0,3.7,239.8
,"-
-
-
-
0.7
14.2
2.7",
-,,57.0
-,,-
-,,-
-,,-
0.7,,1.3
7.8,,1.7
0.8,,0.6
9.3,17.6,60.6
,"2.4
1.5
(3.9)",
-,,-
-,,-
-,,-
-,0.0,-
