Group,Column,Company
2021,"2020
Shs m
1,344.2
1,530.0
(579.6)",2021
Shs m,,Shs m
"2,111.9",,"1,633.5"
"1,846.7",,"1,696.2"
(468.4),,(385.0)
"3,490.2","2,294.6","2,944.7"
