Group,Column,Company
2023,"2022
Shs m
518.5
172.9
7,643.5
285.4
(427.5)",2023
Shs m,,Shs m
518.5,,518.5
512.5,,172.7
"7,444.8",,"5,229.9"
-,,-
(714.8),,(714.8)
"7,761.0","8,192.8
82.1","5,206.3"
100.6,,-
"7,861.6","8,274.9","5,206.3"
,"35.4
313.4
-",
41.4,,-
306.9,,242.1
5.5,,5.5
353.8,348.8,247.6
"8,215.4","8,623.7","5,453.9"
,"704.6
906.6
444.9
180.0
1,556.1
-
484.8
4.9
63.6",
716.5,,466.6
507.3,,257.3
430.1,,300.7
131.7,,90.8
"1,845.2",,94.6
-,,702.8
818.7,,670.1
-,,-
52.0,,52.0
"4,501.5","4,345.5","2,634.9"
,"776.8
3,274.0
1,893.9
1,861.7
147.2",
605.6,,443.9
"3,442.5",,"2,426.7"
"1,723.2",,"1,351.8"
"1,378.8",,965.5
151.9,,119.1
"7,302.0","7,953.6","5,307.0"
,"3,036.7
545.2
93.5",
"3,019.0",,"1,987.9"
484.2,,448.9
84.9,,51.2
"3,588.1","3,675.4","2,488.0"
"3,713.9","4,278.2","2,819.0"
"8,215.4","8,623.7","5,453.9"
