Group,Column,Company
2021,"2020
Shs m
-
-
1.5
3.3
9.4",2021
Shs m,,Shs m
-,,9.2
-,,8.9
0.3,,0.3
1.9,,1.3
9.1,,7.9
11.3,14.2,27.6
,"-
-
88.9
17.1
215.1",
-,,15.0
-,,26.3
124.9,,124.9
32.4,,1.6
206.7,,173.0
364.0,321.1,340.8
