"Long term/
Expense terminal
Salary Fees Bonuses allowances benefits Total
Shs m Shs m Shs m Shs m Shs m Shs m"
"5.2 - - 0.1 0.2 5.5
37.4 - - 0.1 2.3 39.8
35.7 - - 0.4 2.4 38.5
- 5.8 - 0.2 - 6.0
- 2.5 - 0.1 - 2.6
- 1.7 - - - 1.7
- 2.3 - - - 2.3
- 2.3 - - - 2.3
- 3.0 - - - 3.0
- 1.7 - 0.2 - 1.9
- 2.1 - - - 2.1
- 2.9 - - - 2.9
- 2.1 - - - 2.1
- 1.7 - - - 1.7
- 3.4 - - - 3.4
- 1.3 - - - 1.3"
78.3 32.8 - 1.1 4.9 117.1
