Column,Total
,Kshs m
,"4,633.7"
,"1,448.6"
- (2.3) 2.3 -,-
- 0.7 (0.7) -,-
,-
,"1,448.6"
35.7 - (35.7) -,-
0.6 - (0.6) -,-
,-
,(570.4)
,(235.7)
,-
,-
,(806.1)
,"5,276.2"
,"5,276.2"
,"1,785.8"
- (2.3) 2.3 -,-
- 0.7 (0.7) -,-
,-
,"1,785.8"
,(392.8)
,(628.5)
,(235.7)
,-
,"(1,257.0)"
,"5,805.0"
