Group,Column,Company
2019,"2018
Shs m
-
-
-
10.4
6.8",2019
Shs m,,Shs m
-,,11.8
-,,25.3
1.5,,1.5
15.2,,1.6
8.0,,5.5
24.7,17.2,45.7
,"-
-
161.7
24.9
206.6",
-,,20.2
-,,37.6
166.4,,166.4
38.7,,6.7
239.5,,193.2
444.6,393.2,424.1
