Group,Column,Company
2024,"2023
Shs m
(431.8)
387.9
291.4
151.9
69.1
(25.5)
(311.2)
32.6
(302.1)
-
-
171.2
173.9
8.9
(351.3)
(23.4)
(48.9)
(6.4)
14.5
(4.1)",2024
Shs m,,Shs m
(253.6),,(55.2)
207.8,,99.9
-,,-
141.9,,91.0
52.7,,47.5
(14.1),,(12.4)
(270.6),,(212.5)
29.7,,25.2
35.8,,-
-,,-
-,,(79.0)
(106.7),,(133.6)
(76.6),,(92.7)
-,,-
292.9,,144.1
215.7,,112.6
(110.0),,(103.8)
(533.3),,(195.5)
(46.2),,(46.2)
69.8,,69.8
(364.8),(203.3),(340.8)
