RESOLUTION,FOR,AGAINST,ABSTAIN
"ORDINARY BUSINESS
1. To receive the financial statements for the year ended 31 December 2023, and the
Chairman’s, Directors’ and Auditors’ reports thereon.",,,
"2. To note that the Directors do not recommend a dividend for the year ended 31 December
2023.",,,
"3. To receive, consider and if thought fit approve the Directors’ Remuneration Report and
the remuneration paid to the Directors for the year ended 31 December 2023 and to
authorise the Board to fix the remuneration of the Non-Executive Directors.",,,
"4. To confirm that the Auditors, PricewaterhouseCoopers LLP having expressed their
willingness, continue in office as the Company’s Auditors in accordance with section
721(2) of the Kenyan Companies Act 2015 and to authorise the Directors to fix the
remuneration of the Auditors for the ensuing financial year.",,,
"5. To re-elect Directors:
a. in accordance with Article 96 of the Company’s Articles of Association, Mr. Sultan Allana
retires by rotation and being eligible, offers himself for re-election;",,,
"b. in accordance with Article 96 of the Company’s Articles of Association, Mr. Fayyaz
Nurmohamed retires by rotation and being eligible, offers himself for re-election;",,,
"c. in accordance with Article 96 of the Company’s Articles of Association, Ms. Nancy Matimu
retires by rotation and being eligible, offers herself for re-election;",,,
"d. in accordance with Article 110 of the Company’s Articles of Association, Mrs. Sumayya
Hassan retires by rotation and does not offer herself for re-election;",,,
"e. in accordance with Article 110 of the Company’s Articles of Association, Mr. Dennis Aluanga
retires by rotation and being eligible, offers himself for re-election;",,,
"f. in accordance with Article 110 of the Company’s Articles of Association, Prof. Samuel
Sejjaaka retires by rotation and being eligible, offers himself for re-election;",,,
"g. Dr. Wilfred Kiboro, having attained the age of 70 years, retires by rotation and offers himself
for re-election;",,,
"h. Mr. Francis. O. Okello, having attained the age of 70 years, retires by rotation and does not
offer himself for re-election;",,,
"i. Dr. Yasmin Jetha, having attained the age of 70 years, retires by rotation and offers herself
for re-election;",,,
"j. Mr. Wangethi Mwangi, having attained the age of 70 years, retires by rotation and does not
offer himself for re-election;",,,
"k. Mr. Leonard Mususa having attained the age of 70 years, retires by rotation and offers
himself for re-election;",,,
"6. To appoint the members of the Company’s Audit, Risk and Compliance Committee:
In accordance with the provisions of section 769(1) of the Companies Act 2015, the
following Directors being members of the Company’s Audit, Risk and Compliance
Committee be re-elected to continue to serve as members of the said Committee:
a. Mr. Leonard Mususa
b. Mr. Al-Noor Ramji
c. Prof. Samuel Sejjaaka
d. Dr. Yasmin Jetha",,,
