Group,Column,Company,Column
2023,"2022
Shs m
4,926.4
1,638.6
733.3",2023,
Shs m,,Shs m,
"4,665.9",,"2,980.9",
"1,509.2",,"1,102.0","1,240.0"
941.1,,552.9,
"7,116.2","7,298.3","4,635.8",
,"7,298.3",,
"7,116.2",,"4,635.8",
