"2,900.2
(43.4 )","2,792.3
(10.9 )","2,887.6
-"
"2,856.8
10.6","2,781.4
45.9","2,887.6
10.6"
"2,867.4","2,827.3","2,898.2"
"1,641.2
110.8
274.4
-","1,371.9
58.4
260.9
-","1,261.2
53.0
94.6
60.5"
"2,026.4","1,691.2","1,469.3"
"408.5
766.9
818.9
28.6","274.8
615.0
1,315.7
52.4","301.5
1,183.2
806.2
12.7"
"2,022.9","2,257.9","2,303.6"
"1,181.9","1,121.8",874.7
"1,181.9","1,121.8",874.7
841.0,"1,136.1","1,428.9"
