2019,2018,2017,2016,2015
Shs m,,,,
"9,050.9",,,,
"1,296.4",,,,
862.6,,,,
"5,184.7",,,,
"3,338.3",,,,
(725.5),,,,
(63.9),,,,
"7,733.6",,,,
14.32,,,,
4.50,,,,
1.50,,,,
3.00,,,,
183.5,,,,
